aegis_path,subsystem,aegis_lines,reference_counterpart,reference_lines,match_reason,parity_action
aegis/lsp/install.py,lsp,98,agent/lsp/install.py,404,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/lsp/range_shift.py,lsp,61,agent/lsp/range_shift.py,150,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/lsp/servers.py,lsp,113,agent/lsp/servers.py,1041,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/lsp/service.py,lsp,167,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/lsp/workspace.py,lsp,89,agent/lsp/workspace.py,224,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/marketplace.py,runtime-other,952,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/mcp/__init__.py,mcp,23,agent/__init__.py,9,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/mcp/client.py,mcp,782,tools/mcp_tool.py + aegis_cli/mcp.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/mcp/server.py,mcp,163,agent/transports/aegis_tools_mcp_server.py + aegis_cli/mcp.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/memory.py,runtime-other,934,tools/memory_tool.py + agent/memory_manager.py + agent/memory_provider.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/memory_providers.py,runtime-other,1388,agent/memory_provider.py + plugins/memory/*,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/model_meta.py,runtime-other,197,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/net_safety.py,runtime-other,188,tools/tirith_security.py + browser/web safety checks,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/onboarding.py,runtime-other,1905,agent/onboarding.py + aegis_cli/setup.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/ops.py,runtime-other,224,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/platforms/__init__.py,runtime-other,31,agent/__init__.py,9,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/platforms/helpers.py,runtime-other,757,gateway/platforms/helpers.py,279,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/plugins.py,runtime-other,1707,plugins/manager.py + aegis_cli/plugins.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/profiles.py,runtime-other,360,aegis_cli/profile.py + profile commands,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/provenance.py,runtime-other,121,acp_adapter/provenance.py,128,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/__init__.py,providers,13,providers/__init__.py,192,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/anthropic.py,providers,330,agent/transports/anthropic.py,252,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/auth.py,providers,794,aegis_cli/auth.py + agent/credential_*,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/base.py,providers,178,providers/base.py,218,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/chat_completions.py,providers,232,agent/transports/chat_completions.py,738,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/codex_app_server.py,providers,500,agent/transports/codex_app_server.py,401,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/fallback.py,providers,254,aegis_cli/fallback.py + run_agent fallback_model/credential_pool,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/registry.py,providers,1484,aegis_cli/providers.py + aegis_cli/models.py + agent/transports/*,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/responses.py,providers,519,agent/codex_responses_adapter.py + agent/transports/codex.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/schema.py,providers,32,tools/computer_use/schema.py,223,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/ratelimit.py,runtime-other,98,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/redact.py,runtime-other,142,agent/redact.py + tools/threat_patterns.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/repomap.py,runtime-other,253,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/responses_state.py,runtime-other,136,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/rpc.py,runtime-other,337,ACP/MCP/API server equivalents,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/runs.py,runtime-other,208,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/sdk.py,runtime-other,607,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/secret_capture.py,runtime-other,61,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/security_scan.py,runtime-other,367,aegis_cli/security.py + tools/threat_patterns.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/self_improve.py,runtime-other,171,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/semantic_index.py,runtime-other,192,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/server.py,runtime-other,6489,gateway/platforms/api_server.py + aegis_cli/proxy/API server docs,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/session.py,runtime-other,1309,aegis_state.py + tools/session_search_tool.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/session_checks.py,runtime-other,752,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/skill_bundles.py,runtime-other,122,agent/skill_bundles.py + aegis_cli/bundles.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/skill_preprocessing.py,runtime-other,98,agent/skill_preprocessing.py,141,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/skills.py,runtime-other,801,tools/skills_tool.py + agent/skill_utils.py + agent/prompt_builder.py skills prompt,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/spec.py,runtime-other,207,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/static/dashboard.html,runtime-other,988,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/surface.py,runtime-other,1268,run_agent.py AIAgent entrypoints + gateway/session wrappers (no exact SurfaceRunner class),,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/__init__.py,tools,16,tools/__init__.py,26,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/agentic.py,tools,747,tools/delegate_tool.py,3189,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/aux_tools.py,tools,250,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/tools/backends.py,tools,700,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/tools/base.py,tools,320,tools/registry.py ToolEntry + model_tools dispatch contract,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/browser.py,tools,233,tools/browser_* + tools/browser_cdp_tool.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/builtin.py,tools,1088,tools/file_tools.py + tools/terminal_tool.py + tools/web_tools.py + tools/todo_tool.py + tools/memory_tool.py + tools/skills_tool.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/cloud.py,tools,98,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/tools/code_exec.py,tools,172,tools/code_execution_tool.py,1849,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/code_search_tool.py,tools,85,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/tools/command_utils.py,tools,144,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/tools/cronjob_tool.py,tools,502,tools/cronjob_tools.py + cron/jobs.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/devtools.py,tools,91,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/tools/environments/__init__.py,tools,17,tools/environments/__init__.py,15,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/base.py,tools,342,tools/environments/base.py,896,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/daytona.py,tools,12,tools/environments/daytona.py,271,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/docker.py,tools,191,tools/environments/docker.py,1313,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/local.py,tools,257,tools/environments/local.py,833,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/modal.py,tools,61,tools/environments/modal.py,479,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/singularity.py,tools,68,tools/environments/singularity.py,266,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/ssh.py,tools,70,tools/environments/ssh.py,376,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/extra_builtin.py,tools,488,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/tools/file_safety.py,tools,224,agent/file_safety.py + tools/file_tools.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/file_state.py,tools,74,tools/file_state.py,333,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/fuzzy.py,tools,96,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/tools/kanban_tool.py,tools,216,tools/kanban_tools.py + plugins/kanban,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/lsp.py,tools,92,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/tools/permissions.py,tools,289,agent/tool_guardrails.py + tools/tirith_security.py + terminal approvals,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/process.py,tools,215,tools/process_tool via terminal/process registry,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/process_registry.py,tools,1365,tools/process_registry.py,2066,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/recall.py,tools,235,tools/session_search_tool.py,798,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/registry.py,tools,515,tools/registry.py + model_tools.py + toolsets.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/repomap_tool.py,tools,63,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/tools/schema_validation.py,tools,241,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/tools/skill_manage.py,tools,503,tools/skill_manager_tool.py,1234,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/state.py,tools,242,agent/pet/state.py,82,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/ui_verify.py,tools,175,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/tools/voice.py,tools,168,tools/tts_tool.py + transcription providers,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tracing.py,runtime-other,403,agent/trajectory.py + aegis_state metadata + web logs/insights,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/trajectory.py,runtime-other,245,agent/trajectory.py,57,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/types.py,runtime-other,156,agent/transports/types.py,175,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/usage_log.py,runtime-other,157,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/util.py,runtime-other,132,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/webhook.py,runtime-other,816,gateway/platforms/webhook.py + aegis_cli/webhook.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
assets/banner.svg,repo-root,49,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
assets/logo.svg,repo-root,31,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
assets/onepager.html,repo-root,95,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
assets/runtime-loop.svg,repo-root,71,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
assets/system-map.svg,repo-root,87,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
assets/wordmark.svg,repo-root,19,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
benchmarks/fix-add/task.yaml,repo-root,16,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
benchmarks/implement-slugify/task.yaml,repo-root,18,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
desktop/README.md,desktop,102,desktop/gui docs + packaging docs,,Phase 12 desktop lifecycle docs update,Match AEGIS desktop lifecycle/release proof while preserving Electron AEGIS shell.
desktop/electron/api-proxy.cjs,desktop,64,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/api-proxy.test.cjs,desktop,35,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/backend-env.cjs,desktop,347,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/backend-env.test.cjs,desktop,353,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/backend-ready.cjs,desktop,72,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/backend-ready.test.cjs,desktop,48,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/boot.html,desktop,80,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
desktop/electron/desktop-lifecycle.cjs,desktop,120,apps desktop lifecycle/state surfaces,,Phase 12 desktop lifecycle state machine,"Expose named desktop states, bounded event history, and crash history."
desktop/electron/desktop-lifecycle.test.cjs,desktop,87,apps desktop lifecycle/state tests,,Phase 12 desktop lifecycle contract test,"Verify lifecycle states, update/repair state, and bounded crash history."
desktop/electron/desktop-settings.cjs,desktop,135,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/desktop-settings.test.cjs,desktop,146,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/desktop-status.cjs,desktop,327,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/desktop-status.test.cjs,desktop,440,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/gateway-update-coordination.cjs,desktop,87,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/gateway-update-coordination.test.cjs,desktop,85,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/main-behavior.test.cjs,desktop,145,apps desktop main process tests,,Phase 12 desktop lifecycle behavior test,Keep main-process lifecycle wiring covered by desktop tests.
desktop/electron/main.js,desktop,1172,apps desktop main process lifecycle,,Phase 12 desktop lifecycle state wiring,"Expose reference-style desktop lifecycle states, crash history, repair/update state, and IPC diagnostics."
desktop/electron/preload-app.js,desktop,37,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
desktop/electron/preload.js,desktop,11,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
desktop/electron/updater-status.cjs,desktop,196,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/updater-status.test.cjs,desktop,129,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/windows-user-env.cjs,desktop,50,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/electron/windows-user-env.test.cjs,desktop,29,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/launch.js,desktop,40,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
desktop/package-lock.json,desktop,5379,plugins/platforms/photon/sidecar/package-lock.json,1731,same basename,Match AEGIS desktop lifecycle/release proof while preserving Electron AEGIS shell.
desktop/package.json,desktop,94,plugins/platforms/photon/sidecar/package.json,26,same basename,Match AEGIS desktop lifecycle/release proof while preserving Electron AEGIS shell.
desktop/scripts/before-build.cjs,desktop,10,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/scripts/before-pack.cjs,desktop,52,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/scripts/before-pack.test.cjs,desktop,48,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/scripts/desktop-copy-drift.test.cjs,desktop,59,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/scripts/notarize-mac.cjs,desktop,68,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/scripts/notarize-mac.test.cjs,desktop,81,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/scripts/stage-backend.cjs,desktop,362,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/scripts/stage-backend.test.cjs,desktop,233,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/scripts/write-build-stamp.cjs,desktop,264,,,current AEGIS source path,Track source coverage in parity ledger.
desktop/scripts/write-build-stamp.test.cjs,desktop,202,,,current AEGIS source path,Track source coverage in parity ledger.
docs/DASHBOARD_INTERNAL_MAP.md,docs,62,website/docs/*,,write/generated docs parity needed,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/aegis-code-map.csv,docs,787,website/docs/* + repo audit artifacts,,Phase 0 code-to-code map copied into repo after baseline map,Treat as the source checklist for no-missing-code parity work.
docs/aegis-parity-ledger.csv,docs,787,website/docs/* + repo audit artifacts,,Phase 0 parity ledger copied into repo after baseline map,Record phase evidence for every mapped source/text row.
docs/api-routes.md,docs,239,website/docs/reference API route pages,,Phase 5 generated API route reference added after baseline map,Generated from FastAPI app route table; do not edit by hand.
docs/architecture.md,docs,107,website/docs/developer-guide/architecture.md,278,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/cli-reference.md,docs,94,website/docs/reference CLI pages,,Phase 5 generated CLI reference added after baseline map,Generated from argparse parser; do not edit by hand.
docs/cli.md,docs,126,website/docs/developer-guide/extending-the-cli.md,193,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/dashboard.md,docs,173,website/docs/user-guide/features/extending-the-dashboard.md,931,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/feature-parity-matrix.md,docs,303,website/docs/*,,Phase 13 release provenance matrix update,"Track release provenance, packaged backend smoke, and credential-bound signing proof."
docs/full-repo-audit.md,docs,826,website/docs/*,,Phase 13 audit update,Refresh historical audit follow-up for completed lifecycle/security/release provenance work.
docs/gateway.md,docs,87,docs/kanban/multi-gateway.md,40,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/index.md,docs,104,website/docs/integrations/index.md,110,Phase 13 docs index update,Link current release proof status and remaining credential-bound evidence.
docs/install.md,docs,55,website/docs/getting-started/installation.md,158,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/mcp.md,docs,74,website/docs/guides/use-mcp-with-aegis.md,542,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/memory-skills.md,docs,74,website/docs/*,,write/generated docs parity needed,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/plugins.md,docs,97,website/docs/user-guide/features/built-in-plugins.md,303,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/production-harness-plan.md,docs,362,website/docs/*,,write/generated docs parity needed,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/providers.md,docs,151,website/docs/developer-guide/adding-providers.md,460,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/quickstart.md,docs,220,website/docs/getting-started/quickstart.md,391,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/sdk.md,docs,109,website/docs/*,,write/generated docs parity needed,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/security.md,docs,53,website/docs/user-guide/security.md,679,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/serve.md,docs,63,website/docs/user-guide/features/api-server.md,504,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/slash-commands.md,docs,101,website/docs/reference slash command pages,,Phase 5 generated slash reference added after baseline map,Generated from SLASH_COMMANDS; do not edit by hand.
docs/tools-reference.md,docs,113,website/docs/reference tool pages,,Phase 5 generated tool reference added after baseline map,Generated from built-in tool registry metadata; do not edit by hand.
docs/tools.md,docs,122,website/docs/developer-guide/adding-tools.md,212,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/tracing-evals.md,docs,82,website/docs/*,,write/generated docs parity needed,Generate or update docs from source so CLI/API/surface docs cannot drift.
examples/config.example.yaml,repo-root,43,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
examples/plugin_hello.py,repo-root,24,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
install.ps1,repo-root,90,scripts/install.ps1,3292,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
install.sh,repo-root,439,scripts/install.sh,2864,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
mkdocs.yml,repo-root,35,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
pyproject.toml,repo-root,71,pyproject.toml,384,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
scripts/build_web.sh,scripts,8,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
scripts/check_aegis_parity_ledger.py,scripts,384,release/CI parity audit scripts,,Phase 0 parity ledger checker added after baseline map,Keep the map-to-ledger coverage gate in verify_all and final audits.
scripts/check_web_dist.sh,scripts,15,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
scripts/generate_aegis_code_map.py,scripts,222,,,current AEGIS source path,Track source coverage in parity ledger.
scripts/generate_reference_docs.py,scripts,183,aegis_cli/main.py + aegis_cli/commands.py + aegis_cli/web_server.py docs generation,,Phase 5 generated docs parity script added after baseline map,"Generate CLI, slash-command, API-route, and tool docs from live code."
scripts/release_provenance.py,scripts,194,release artifact provenance/hash/SBOM scripts,,Phase 13 release provenance generator,"Generate and verify SHA256SUMS, CycloneDX-style artifact SBOM, and release summary."
scripts/run_tests.sh,scripts,34,scripts/run_tests.sh,80,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
scripts/verify_all.sh,scripts,44,CI/release verification scripts,,Phase 13 release provenance smoke,Run release-provenance generate/check smoke inside the full gate.
scripts/verify_e2e.py,scripts,359,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
site-next/app/globals.css,site,254,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
site-next/app/layout.tsx,site,15,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
site-next/app/page.tsx,site,87,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
site-next/lib/content.ts,site,43,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
site-next/next-env.d.ts,site,6,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
site-next/next.config.ts,site,7,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
site-next/package-lock.json,site,1036,plugins/platforms/photon/sidecar/package-lock.json,1731,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
site-next/package.json,site,23,plugins/platforms/photon/sidecar/package.json,26,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
site-next/tsconfig.json,site,42,apps/bootstrap-installer/tsconfig.json,26,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
tests/_dashboard_server.py,tests,55,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/conftest.py,tests,55,skills/creative/comfyui/tests/conftest.py,65,same test filename,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_ab.py,tests,98,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_acp.py,tests,448,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_agent_perms.py,tests,426,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_agentic_upgrades.py,tests,763,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_ambient.py,tests,88,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_automation.py,tests,1252,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_bench.py,tests,98,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_checkpoint_depth.py,tests,55,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_coding_context.py,tests,145,tests/agent/test_coding_context.py,481,same test filename,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_compaction_boundaries.py,tests,142,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_compaction_curator_parity.py,tests,162,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_compaction_quality.py,tests,241,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_config_cli.py,tests,405,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_context_command.py,tests,48,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_credential_pools.py,tests,73,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_cronjob_tool.py,tests,343,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_dashboard_config_ops.py,tests,117,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_dashboard_editing.py,tests,239,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_dashboard_fastapi.py,tests,4835,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
