aegis_path,subsystem,aegis_lines,hermes_counterpart,hermes_lines,match_reason,parity_action
site-next/.next/server/chunks/ssr/node_modules_next_dist_client_components_builtin_global-error_0-o-goa.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/chunks/ssr/node_modules_next_dist_client_components_builtin_unauthorized_0l_sp0x.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/chunks/ssr/node_modules_next_dist_esm_build_templates_app-page_12cvwrh.js,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/chunks/ssr/node_modules_next_dist_esm_build_templates_app-page_19--w_z.js,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/chunks/ssr/node_modules_next_dist_esm_build_templates_app-page_1nazowj.js,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/functions-config-manifest.json,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/interception-route-rewrite-manifest.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/middleware-build-manifest.js,site,21,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/middleware-manifest.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/next-font-manifest.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/next-font-manifest.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/pages-manifest.json,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/pages/404.html,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/pages/500.html,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/prefetch-hints.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/server-reference-manifest.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/server-reference-manifest.json,site,5,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/app-path-routes-manifest.json,site,5,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/build-manifest.json,site,20,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/package.json,site,1,plugins/platforms/photon/sidecar/package.json,26,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
site-next/.next/standalone/.next/prerender-manifest.json,site,85,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/required-server-files.json,site,334,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/routes-manifest.json,site,63,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app-paths-manifest.json,site,5,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_global-error.html,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_global-error/page.js,site,10,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_global-error/page.js.nft.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_global-error/page/app-paths-manifest.json,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_global-error/page/build-manifest.json,site,16,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_global-error/page/next-font-manifest.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_global-error/page/react-loadable-manifest.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_global-error/page/server-reference-manifest.json,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_global-error/page_client-reference-manifest.js,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_not-found.html,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_not-found/page.js,site,13,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_not-found/page.js.nft.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_not-found/page/app-paths-manifest.json,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_not-found/page/build-manifest.json,site,16,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_not-found/page/next-font-manifest.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_not-found/page/react-loadable-manifest.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_not-found/page/server-reference-manifest.json,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/_not-found/page_client-reference-manifest.js,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/index.html,site,1,apps/bootstrap-installer/index.html,13,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
site-next/.next/standalone/.next/server/app/page.js,site,14,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/page.js.nft.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/page/app-paths-manifest.json,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/page/build-manifest.json,site,16,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/page/next-font-manifest.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/page/react-loadable-manifest.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/page/server-reference-manifest.json,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/app/page_client-reference-manifest.js,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/[root-of-the-server]__0100oqz._.js,site,19,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/[root-of-the-server]__0f8t-nv._.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/[root-of-the-server]__0gd11qn._.js,site,33,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/[root-of-the-server]__0jzpqam._.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/[root-of-the-server]__10riywf._.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/[root-of-the-server]__1hzazev._.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/[root-of-the-server]__1my83lt._.js,site,33,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/[turbopack]_runtime.js,site,903,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/_next-internal_server_app__global-error_page_actions_0zi5s8-.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/_next-internal_server_app__not-found_page_actions_0pt47yr.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/_next-internal_server_app_page_actions_0hhsz1j.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/app_layout_tsx_2144vk_._.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/node_modules_0h91jdk._.js,site,33,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/node_modules_next_dist_1vgd_ru._.js,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/node_modules_next_dist_client_components_0wpq8j3._.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/node_modules_next_dist_client_components_builtin_forbidden_0symwr9.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/node_modules_next_dist_client_components_builtin_global-error_0-o-goa.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/node_modules_next_dist_client_components_builtin_unauthorized_0l_sp0x.js,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/node_modules_next_dist_esm_build_templates_app-page_12cvwrh.js,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/node_modules_next_dist_esm_build_templates_app-page_19--w_z.js,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/chunks/ssr/node_modules_next_dist_esm_build_templates_app-page_1nazowj.js,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/functions-config-manifest.json,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/middleware-build-manifest.js,site,21,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/middleware-manifest.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/next-font-manifest.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/next-font-manifest.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/pages-manifest.json,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/pages/404.html,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/pages/500.html,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/prefetch-hints.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/server-reference-manifest.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/.next/server/server-reference-manifest.json,site,5,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/standalone/package.json,site,24,plugins/platforms/photon/sidecar/package.json,26,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
site-next/.next/standalone/server.js,site,38,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/static/a_DryxBvlIicSLOUiYiQf/_buildManifest.js,site,11,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/static/a_DryxBvlIicSLOUiYiQf/_clientMiddlewareManifest.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/static/a_DryxBvlIicSLOUiYiQf/_ssgManifest.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/static/chunks/0atut6a2uuyid.js,site,5,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/static/chunks/0cz1d0mv5g_q7.js,site,2,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/static/chunks/158myu8e_yme3.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/static/chunks/2nykiepra7i1k.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/static/chunks/3ql71gz3-83kf.css,site,2,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/static/chunks/3z5q_p4msz2ha.js,site,31,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/static/chunks/turbopack-1ncs5q5sgtvda.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/types/cache-life.d.ts,site,146,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/types/routes.d.ts,site,58,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/types/validator.ts,site,62,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/app/globals.css,site,255,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/app/layout.tsx,site,16,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/app/page.tsx,site,88,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/lib/content.ts,site,44,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/next-env.d.ts,site,7,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/next.config.ts,site,8,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/package-lock.json,site,1037,plugins/platforms/photon/sidecar/package-lock.json,1731,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
site-next/package.json,site,24,plugins/platforms/photon/sidecar/package.json,26,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
site-next/tsconfig.json,site,43,apps/bootstrap-installer/tsconfig.json,26,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
tests/_dashboard_server.py,tests,56,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/conftest.py,tests,56,skills/creative/comfyui/tests/conftest.py,65,same test filename,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_ab.py,tests,99,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_acp.py,tests,449,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_agent_perms.py,tests,427,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_agentic_upgrades.py,tests,736,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_ambient.py,tests,89,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_automation.py,tests,1253,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_bench.py,tests,99,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_checkpoint_depth.py,tests,56,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_coding_context.py,tests,146,tests/agent/test_coding_context.py,481,same test filename,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_compaction_boundaries.py,tests,143,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_compaction_curator_parity.py,tests,163,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_compaction_quality.py,tests,242,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_config_cli.py,tests,362,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_context_command.py,tests,49,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_credential_pools.py,tests,74,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_cronjob_tool.py,tests,344,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_dashboard_config_ops.py,tests,118,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_dashboard_editing.py,tests,232,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_dashboard_fastapi.py,tests,4685,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_dashboard_file_safety.py,tests,42,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_dashboard_ops.py,tests,110,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_deferred_tools.py,tests,66,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_delegation_defaults.py,tests,76,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_desktop_cli.py,tests,502,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_display_config.py,tests,44,tests/gateway/test_display_config.py,558,same test filename,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_doctor_probes.py,tests,142,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_firstrun.py,tests,66,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_gateway_adapter_contract.py,tests,190,tests/gateway/* + gateway/platforms/* contract tests,,phase-7 fake gateway adapter contract suite,Keep fake-adapter contract matrix synced with built-in and bridge platform registries.
tests/test_gateway_commands.py,tests,1715,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_gateway_inbound.py,tests,5336,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_gateway_message_timestamps.py,tests,98,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_gateway_queue_ops.py,tests,96,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_gateway_service.py,tests,98,tests/hermes_cli/test_gateway_service.py,3154,same test filename,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_gateway_status.py,tests,225,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_generated_reference_docs.py,tests,19,tests/* docs drift checks,,Phase 5 generated docs drift test added after baseline map,"Fail when generated docs drift from parser, registry, or API route table."
tests/test_goals.py,tests,126,tests/hermes_cli/test_goals.py,1569,same test filename,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_governor.py,tests,89,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_gstack.py,tests,57,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_handoff_lanes_mixture.py,tests,79,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_hardening.py,tests,188,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_harness_fixes.py,tests,143,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_insights.py,tests,59,tests/agent/test_insights.py,733,same test filename,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_installers.py,tests,100,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_kanban_kernel.py,tests,212,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_kanban_tool.py,tests,70,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_learn_recall.py,tests,431,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_lifecycle_consolidation.py,tests,310,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_live_activity.py,tests,66,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_lsp.py,tests,119,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_marketplace_sources.py,tests,197,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_mcp_catalog.py,tests,195,tests/hermes_cli/test_mcp_catalog.py,815,same test filename,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_memory_lifecycle.py,tests,919,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_memory_parity.py,tests,179,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_memory_provider_surfaces.py,tests,285,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_memory_wiring.py,tests,313,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_menu.py,tests,56,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_net_and_edit.py,tests,1486,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_observability.py,tests,660,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_onboarding.py,tests,828,tests/agent/test_onboarding.py,312,same test filename,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_oneshot.py,tests,40,tests/agent/test_oneshot.py,111,same test filename,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_overhaul_wave1.py,tests,82,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_packaging.py,tests,76,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_parity_ledger.py,tests,122,tests/* parity/release checks,,Phase 0 parity ledger tests added after baseline map,Keep/add tests proving parity coverage cannot lose mapped rows.
tests/test_phases.py,tests,876,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_plan_mode.py,tests,31,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_product_surfaces.py,tests,3695,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_profiles_cli.py,tests,57,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_provider_model_inventory.py,tests,268,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_providers.py,tests,1997,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_quick_memory.py,tests,63,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_release_provenance.py,tests,56,release artifact provenance tests,,Phase 13 release provenance tests,"Cover hash/SBOM generation, drift detection, and empty-artifact guard."
tests/test_reliability.py,tests,190,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_repomap.py,tests,79,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_resilience.py,tests,304,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_rpc_surface.py,tests,114,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
